Model,Parameters,Model_Size_MB,GFLOPs,Avg_Inference_Time_ms,Inference_Time_Std_ms,Memory_Usage_MB,Accuracy_%
Basic,424961,1.6248464584350586,0.0,11.803362369537354,2.887534851090327,2056.371875,63.0
Pruned,424961,1.624847412109375,0.0,12.725646495819092,4.733363215596032,2009.1453515625,63.0
KD_Student,106369,0.4094552993774414,0.0,24.994611740112305,144.43650098903112,1850.001953125,63.0
Filter_Pruned,206849,0.7927560806274414,0.0,10.445857048034668,1.0435956049347246,1845.34578125,63.0
Quantized,424961,0.8142404556274414,0.0,16.022746562957764,50.50977727829558,1848.675625,63.0
